isin;structure;actualite;action
FR0007480629;Martin Maurel Patrimoine est un fonds d’allocation d’actifs entre actions et obligations principalement sur la zone Euro. Le portefeuille est composé de 0 %à 60 % en actions et de 40% à 100% en produits de taux. Historiquement l’exposition actions est allée de 30 à 60%. Un comité d’allocation détermine l’exposition stratégique et la gérante peut plus ou moins en dévier tactiquement. Ce process nous semble contraignant sans apporter de réelle valeur ajoutée. Côté obligations la gestion peut aller au maximum à 15% de High Yield, obligations convertibles ou non notés.;Actuellement, la part actions est proche de 38 soit proche de la neutralité. Sur la part obligataire, la performance doit venir des obligations d’entreprises et des obligations souveraines périphériques. La poche obligataire contient désormais plus de 13% d'indexées inflation (versus 20% auparavant). ;VENDRE
FR0013311198;;;
FR0010400762;Ce fonds est un acheteur-vendeur actions (long-short equity). Le gérant fonde sa performance sur la sélection de valeurs et non sur les changements d’exposition au marché. En effet, l’exposition  nette (positions acheteuses – positions vendeuses) est structurellement à 40%. Le portefeuille cible est constitué de 70% de positions acheteuses et 30% de positions vendeuses (sur actions). La gestion n’a pas de positions sectorielles tranchées. Le fonds est relativement concentré avec une cinquantaine de positions. ;"L'exposition nette est actuellement proche de 40%. Le portefeuille de Moneta Long Short n’a aujourd’hui pas de biais sectoriel à l’exception d’une sous-pondération du secteur bancaire.
Sur les positions vendeuses, le biais « valeurs de croissance » de la fin 2016 a été réduit fortement au cours du trimestre car les valorisations sont redevenues correctes.";CONSERVER
FR0010871830;Ce fonds est un acheteur-vendeur actions (long-short equity). Le gérant fonde sa performance sur la sélection de valeurs et non sur les changements d’exposition au marché. En effet, l’exposition  nette (positions acheteuses – positions vendeuses) est structurellement à 40%. Le portefeuille cible est constitué de 70% de positions acheteuses et 30% de positions vendeuses. La gestion n’a pas de positions sectorielles tranchées. Le fonds est relativement concentré avec une cinquantaine de positions. ;L'exposition nette est actuellement proche de 40%. Pour ce qui est de la partie Short du fonds, le gérant privilégie la vente à découvert dans les secteurs où les sociétés affichent de l'hyper croissance et dont les résultats peuvent être extrêmement variables. Ce portefeuille short a bien performé au cours des derniers mois. 40% du portefeuille reste en SMID (capitalisation < 5 milliards).;CONSERVER
FR0010298596;MONETA Multi caps est un fonds pur de sélection de valeurs sur l’univers des actions françaises. Il n’y a pas de biais de style (croissance versus value) ou de taille de capitalisation (small versus large). Cependant vu la taille du fonds (plus de 2 milliards), difficile pour le gérant de sélectionner des actions de petites capitalisations. Il existe un biais géographique puisque l’univers est essentiellement français.;La structure du portefeuille a peu évolué avec une exposition actions légèrement en baisse, qui passe en dessous de 90% (89%). La France reste le principal pays (79%) et la gestion maintient l’industrie (18%) et la Finance (18%) en pôle position. Elle a également poursuivi l’allègement du fonds en petites et moyennes capitalisations (< 5 Mds €) qui représentent désormais moins de 30%. Ils ne songent pas à réduire davantage ce type de valeurs mais estiment que malgré la forte baisse, les points bas n’ont pas été atteints et que les conditions ne sont pas réunies pour un rebond soutenu, notamment dans les secteurs automobiles, de services informatiques ou de travail temporaire. Ainsi le portefeuille s’en retrouve plus liquide, permettant à la gestion de saisir plus facilement d’éventuelles opportunités d’investissement.;CONSERVER
LU0552385295;;;
LU0073232471;;;
FR0010914945;Nemours event driven strategies est un fonds de gestion alternative dont la performance repose sur l’arbitrage de fusions acquisitions et dans une moindre mesure sur les situations spéciales (spin off, recentrage stratégique…). Lors d’une annonce d’OPA, le gérant achète les actions de l’entreprise cible. Cependant, au moment où il achète l’action, le cours de bourse s’est souvent ajusté au cours de l’OPA. Toutefois l’ajustement n’est pas total. L’écart entre le cours d’achat et le cours d’OPA est appelé « spread » d’OPA. Il se comprend comme une prime de risque en cas d’échec de l’OPA. C’est ce spread que vient capter le gérant. Plus une opération est sûre, plus le spread est faible. Il équivaut le plus souvent à 4-5% annualisé au-dessus des taux monétaires.  Une opération dure en général 3 à 4 mois. Le gérant va donc multiplier les opérations afin de capter ce taux tout en essayant d’éviter les échecs. L’avantage d’une telle stratégie est de se dé corréler du marché. En effet, l’investisseur n’est plus soumis aux hausses et baisses du marché mais au succès ou non de l’OPA.;L’environnement actuel est favorable à la reprise des opérations de fusions acquisitions en Europe. Le spread de fusions acquisitions est historiquement élevé avec 12% de rendement annualisé notamment à cause de la sortie de certains acteurs (fonds propres des banques) et du stress sur le marché. ;
LU0445386369;Nordea 1 – Alpha 10 MA Fund est un fonds de gestion alternative. Il cherche donc à créer de la performance quelles que soient les conditions de marchés. Pour ce faire il utilise 6 stratégies indépendantes et décorrélées : certaines sont faites pour fonctionner dans des marchés haussiers, d’autres dans des marchés baissiers. La combinaison des stratégies entre elles doit apporter un comportement « tout terrain » du fonds. Attention, le fonds peut avoir un comportement déroutant et baisser quand les marchés montent mais il peut aussi monter quand les marchés baissent. La volatilité du fonds a pour objectif de rester dans la fourchette 7 à 10%. ;;
LU0975280552;Nordea 1 - Global Opportunity Fund est un fonds actions internationales sans contraintes géographique ou sectorielle. La gestion sélectionne entre 35 à 65 valeurs plutôt de type « Value », qu’elle conserve sur le long terme avec un faible taux de rotation (40%). C’est donc une gestion de conviction.;Le portefeuille est concentré sur 40 lignes majoritairement de grandes capitalisations, dont les 10 plus importantes représentent plus de 40% de l’actif. Le positionnement géographique est essentiellement sur les Etats-Unis (63%), la Chine et l’Inde représentant moins de 10%. Ainsi la devise principale est le dollar (70%) et pas d’exposition sur des devises émergentes. Au niveau sectoriel, la gestion privilégie fortement les technologies et la finance (plus de la moitié du portefeuille).;conserver
LU0278529986;Nordea Global Stable Equity est un fonds d’actions internationales avec une approche quantitative fondée sur la stabilité des fondamentaux d’une société. Les gérants recherchent des sociétés appartenant à des secteurs d’activité établis et générant de manière récurrente des revenus, des flux de trésorerie, des bénéfices et des dividendes relativement stables. La stabilité des cours est aussi une variable importante. Ainsi, on peut dire que ce fonds appartient à l’univers des fonds à faible volatilité (fonds low vol, min var…). On trouve souvent dans ces fonds une concentration sur les valeurs dites de « qualité ». La pondération maximale de chaque titre est de 3%. La part choisie est entièrement couverte contre le risque de change.;Les US sont la première position du fonds avec plus de 60%. Sectoriellement parlant, le fonds est concentré sur la santé avec plus de 25% de l’allocation, ce qui est logique pour un fonds « low vol ». En revanche, la consommation de base, souvent privilégiée par ce type de fonds, ne représente que 6%, ce que nous privilégions.;ALLEGER
LU0255639139;Nordea 1 – Stable Return est un fonds multi-classes d’actifs, avec un profil de risque modéré voire prudent. Il investit essentiellement dans des actions et des obligations sur toutes zones géographiques.  Le processus d’allocation d’actifs est quantitatif et se fonde sur un budget de risque défini. Le gérant analyse la contribution au risque de chaque classe d’actifs et investit en fonction. En parallèle le gérant analyse le potentiel de rendement de chaque classe d’actifs par rapport à son exposition au cycle macro économique. Nordea Stable Return cherche un équilibre entre les actifs performants en phase de hausse et les actifs protecteurs en phase de baisse. L’allocation actions va de 0 à 75% mais historiquement elle est allée de 35 à 55%. ;Aucun changement majeur n’a été apporté, à l’exception d’une réallocation du budget de risque due à des changements en termes de profil rendement/risque pour certains moteurs de performance, et l’ajustement de certaines stratégies. Ainsi l’exposition actions est passée de 51.57% à 48.56% et la sensibilité aux taux est passée de 3.4 à 2. Les gérants pensent que le fonds est bien positionné pour un environnement de fin de cycle, dont le pic de croissance est passé et dans lequel les craintes de récession augmentent.;CONSERVER
LU0227384020;Nordea 1 – Stable Return est un fonds multi-classes d’actifs, avec un profil de risque modéré voire prudent. Il investit essentiellement dans des actions et des obligations sur toutes zones géographiques.  Le processus d’allocation d’actifs est quantitatif et se fonde sur un budget de risque défini. Le gérant analyse la contribution au risque de chaque classe d’actifs et investit en fonction. En parallèle le gérant analyse le potentiel de rendement de chaque classe d’actifs par rapport à son exposition au cycle macro économique. Nordea Stable Return cherche un équilibre entre les actifs performants en phase de hausse et les actifs protecteurs en phase de baisse. L’allocation actions va de 0 à 75% mais historiquement elle est allée de 35 à 55%. ;Aucun changement majeur n’a été apporté, à l’exception d’une réallocation du budget de risque due à des changements en termes de profil rendement/risque pour certains moteurs de performance, et l’ajustement de certaines stratégies. Ainsi l’exposition actions est passée de 51.57% à 48.56% et la sensibilité aux taux est passée de 3.4 à 2. Les gérants pensent que le fonds est bien positionné pour un environnement de fin de cycle, dont le pic de croissance est passé et dans lequel les craintes de récession augmentent.;CONSERVER
FR0000989899; Oddo BHF Avenir est un fonds actions françaises de  moyennes capitalisations (< 10 Mds €). La gestion est une gestion de conviction avec un portefeuille concentré entre 40 et 60 lignes, détenue en moyenne sur 3 ans. Plus de 50% de l’actif est investi sur des Mid Caps (<5 Mds€). Les valeurs sélectionnées sont plutôt de type croissance (12% de ROCE tout au long d'un cycle d'investissement) même si la gestion ne veut s’accorder aucun biais mais plutôt un objectif de conserver une structure 2/3 de cycliques et 1/3 de non cycliques. Elle reste à l’écart des secteurs financiers, de l’énergie (hormis quelquefois des parapétrolieres), des télécommunications, des utilities et de l’immobilier. A contrario le fonds est structurellement surpondéré sur les secteurs de l’industrie, des Biens de consommation et des Technologies (entre 20% et 25% chacun) puis de la Santé (entre 10% et 15%). ;"Le fonds reste concentré essentiellement sur 4 secteurs dont 3 sont surpondérés par rapport à l’indice de référence : Santé (15.8% ; +9%), Technologie (20.8% ; +6.8%), Biens de consommation (18.8% ; +6.7%) et Industries (25.1%). L’énergie (Pétrole et gaz), les services aux collectivités ainsi que les financières sont maintenus à l’écart du portefeuille. La gestion se veut prudente pour les prochains mois en conservant sa politique actuelle d’investissement : sélection de valeurs au rayonnement international, plutôt défensives avec un management de qualité.";
FR0000990095;Oddo BHF Avenir Euro est un fonds d’actions de la zone euro. La gestion sélectionne des sociétés de petites et moyennes capitalisations, dont l’activité peut être internationale. La gestion est une gestion de conviction avec un portefeuille concentré entre 40 et 60 lignes, détenue en moyenne sur 3 ans. Plus de 50% de l’actif est investi sur des Mid Caps (<5 Mds€). Les valeurs sélectionnées sont plutôt de type croissance (12% de ROCE tout au long d'un cycle d'investissement) même si la gestion ne veut s’accorder aucun biais mais plutôt un objectif de conserver une structure 2/3 de cycliques et 1/3 de non cycliques. Elle reste à l’écart des secteurs financiers, de l’énergie (hormis quelquefois des parapétrolieres), des télécommunications, des utilities et de l’immobilier. A contrario le fonds est structurellement surpondéré sur les secteurs de l’industrie, des Biens de consommation et des Technologies (entre 20% et 25% chacun) puis de la Santé (entre 10% et 15%). Bien que la répartition géographique découle du stock picking, l’exposition au Royaume-Uni est faible (< 5%). Il en est de même pour les pays d’Europe du Sud.;"Par construction, le fonds reste à l’écart des télécoms, matières premières, services aux collectivités et financières. Ainsi la gestion surpondère fortement les 3 principaux secteurs du portefeuille : l’industrie (32.8% du ptf ; +10.4%), les biens de consommations (22.1% ; +11.1%) et la santé (16.6% ; +10.7%). Au niveau géographique, près de la moitié des titres restent positionnés sur la France (44%). Même si les 2/3 des investissements portent sur des capitalisations > 5 Mds €, la capitalisation médiane du portefeuille continue de baisser pour atteindre 6.1 Mds €. La gestion se veut prudente pour les prochains mois en conservant sa politique actuelle d’investissement : sélection de valeurs au rayonnement international, plutôt défensives avec un management de qualité. ";CONSERVER
FR0000974149;Oddo Avenir Europe est un fonds flexible sur actions européennes (Suisse et RU inclus). L'analyse part principalement des valeurs et non de la macro-économie. Le gérant insiste sur le fait que son process est uniquement fondé sur la sélection de valeurs. Le fonds exclut les secteurs type télecommunications, utilities, matières premières ou encore financières. Il aura ainsi un biais croissance. Le fonds est à la base un fonds de petites et moyennes capitalisations mais avec la hausse de l'encours, on peut plutôt le qualifier de fonds de moyennes à grandes capitalisations. ;Le fonds est par construction absent des financières, télécoms, matières premières et services aux collectivités. Mais le gérant a acheté quelques dossiers sur ces secteurs tant les valorisations étaient basses (cela reste très faible). Les principales sur pondérations sont la santé (30% du fonds), la technologie et les industrielles même si ce dernier secteur est quelque peu fourretout. La capitalisation médiane est proche de 7 milliards. Le fonds essaie d’avoir 50% du portefeuille avec une capitalisation > 5 milliards et 50% avec une capitalisation < 5 milliards. Le gérant cherche toujours des valeurs nettement moins endettées que le reste du marché. Le portefeuille a peu changé au cours ders derniers mois. ;ALLEGER
FR0011540533;Pas de track record, il faudra attendre que le gérant fasse ses preuves. Connaissant Oddo, nous avons un peu peur que le fonds soit très marqué HY et plus sportif que celui de M&G.;;
FR0013173408;Fonds très sportif. Pas assez de rendement (4,5% nets) pour compenser le risque;;
FR0010109165;Oddo Pro actif Europe est un fonds flexible sur actions européennes (Suisse et RU inclus). Le gérant a une sélection de valeurs européennes et fait varier son exposition en fonction des anticipations. Le degré d’exposition peut être modulé à la fois sur des positions en cash ou via des dérivés. L'analyse part principalement des valeurs et non de la macro-économie. Ainsi, le gérant augmentera son exposition lorsqu'il trouvera des opportunités et à l'inverse se désexposera lorsque les valeurs en portefeuille auront atteint des niveaux de vente.  Le fonds exclut les secteurs type télecommunication, utilities, ou encore financières. Il aura ainsi un biais croissance. ;"L’exposition nette actions a été fortement réduite au cours du dernier trimestre, passant de 37.1% à 20.2% fin décembre. La gestion s'est ré-exposée depuis pour remonter l'exposition entre 25% et 30%. En fait, la gestion utilise des produits dérivés pour baisser son taux d’exposition car en réalité, le fonds est investi à hauteur de 34% mais essentiellement sur des valeurs automobiles et technologiques. Ces secteurs affichent des valorisations attrayantes mais pourraient souffrir davantage en cas de secousses sur les marchés lors des prochains mois. C’est pourquoi la gestion se veut prudente en baissant son exposition nette, en cette période qu’elle juge incertaine. Ainsi la poche actions reste fortement surpondérée sur les secteurs de la technologie (39% du ptf ; +30%) et des biens de consommation (38% ; +20%), tout en restant à l’écart des secteurs des télécoms, des services aux collectivités, des matières premières et des financières. Au niveau géographique, la gestion maintient la concentration sur 3 pays : la France, l’Allemagne et la Suisse.";CONSERVER
LU0814890843;Fonds actions croissance chinoises. Le gérant se concentre sur la qualité des résultats des entreprises. Le gérant veut éviter le piège des artifices comptables. Dans un second temps le gérant va privilégier les sociétés ayant un retour sur capital (ROE) plus élevé que le marché. Le fonds est à 0% sur les financières ce que nous privilégions. Le fonds est concentré sur 25 valeurs. Il investit sur toutes tailles de capitalisations, on pourra donc trouver une forte proportion de petites et moyennes capitalisations. ;Le fonds a dernièrement sous performé sa catégorie du fait  d’une sous performance des petites et moyennes capitalisations (2/3 du portefeuille). Le gérant a doublé son investissement dans le fonds.  ;
FR0000979221;Valeur Intrinsèque est un fonds actions internationales investi principalement sur les marchés d'Amérique du Nord (USA + Canada), du Royaume-Uni et d'Europe mais n’investit pas sur le reste du Monde. Le fonds est composé d’un nombre réduit d'entreprises cotées, sélectionnées à partir d'une analyse de leur valeur économique et des perspectives de retour sur investissement qu’elles offrent à long terme (minimum 5 ans). Le processus d’investissement est purement fondamental. L’équipe de gestion audite les sociétés puis évalue si le prix de l’action est inférieur à sa valeur intrinsèque avant de procéder aux investissements. Le risque de change est partiellement couvert (à 50% en moyenne). L’originalité de la gestion consiste en la possibilité de poche de liquidités importantes (jusqu’à 40%). Le portefeuille est très concentré (30 valeurs en moyenne).;Actuellement, le fonds est investi sur des moyennes capitalisations mais privilégie historiquement les grosses capitalisations. Les liquidités s’élèvent à 17% actuellement. Géographiquement, le portefeuille est investi à 45% aux US et à 33% en Europe.;
LU0170994346;;;
FR0000400434;;;
FR0012366763;Elan Oblig bear est un fonds visant à performer en cas de hausse des taux européens. Le fonds n’a pas de gestion à proprement parler. En effet, il se limite à la vente de produits dérivés sur le 10 ans allemand et le 10 ans français (vente de futures). L’effet de levier est de 2. Ainsi au démarrage du produit la sensibilité est légèrement au-dessus de 17, c’est-à-dire qu’une hausse de 1% des taux français et allemands rapportera 17% au fonds. Plus le fonds va durer, plus la sensibilité va baisser. Côté coût, il ne faut pas oublier que le fonds est payeur des coupons. Cependant, la faiblesse des taux français et allemands (respectivement 0,4 et 0,2%) rend ce coût faible (mais doublé avec l’effet de levier). Globalement, si les taux restaient inchangés, le coût annuel d’un tel fonds serait de 2%.   ;;
FR0011276591;R Alizés est un  fonds d’allocation d’actifs centré sur 2 classes d’actifs : les actions et les obligations. La diversification est malgré tout plus large. En effet, la partie obligataire se compose d’obligations souveraines comme entreprises et contient des obligations subordonnées bancaires. La part actions peut aller de 0 à 30%. ;Actuellement la poche actions est à 30%, elle est donc à son exposition maximale traduisant l’optimisme du gérant sur les actions européennes. La part obligataire (sensibilité nulle) n’est pas en reste puisque on retrouve des obligations souveraines de la périphérie de l’Europe (Portugal, Espagne, Italie), des obligations subordonnées bancaires ou encore des obligations d’entreprises High Yield (entreprises à la solvabilité moyenne).  Le risque est donc présent dans ce fonds malgré une allocation de 70% sur les obligations. Cependant, le rendement est aussi au rendez-vous. Géographiquement parlant le portefeuille est concentré sur l’Europe avec à la marge des diversifications sur les Etats-Unis et le Japon. ;
FR0010784835;R Conviction Europe est un fonds investissant sur les actions européennes (incluant le UK, la suisse ou encore le Danemark) avec un biais grandes capitalisations. Le portefeuille est concentré sur 40 à 60 valeurs et ne possède pas de biais de style (value ou croissance ou encore taille de capitalisation) même si le fonds est positionné depuis longtemps sur le style value. Le gérant confronte une vue macro économique à une analyse micro économique. La gestion se veut contrariante. Le fonds a tendance à avoir une plus forte sensibilité au marché (beta) que ses pairs.;Même s’il n’a pas de biais de style structurel, le portefeuille est plutôt value voire deep value (société en retournement) et reste à l’écart des sociétés de croissance exposées aux émergents. Sectoriellement le fonds est  exposé aux  valeurs cycliques et surtout au secteur financier (30%). Le gérant est très positif sur les actions européennes et n'a pas changé son portefeuille. ;RENFORCER
FR0007028907;R Opal modéré est un fonds d’allocation d’actifs avec une large diversification sur les différentes classes d’actifs (actions, obligations, stratégies alternatives…) et sur les zones géographiques ce que nous apprécions. Le fonds est en fait un fonds de fonds mais en architecture ouverte (les fonds Rothschild & Cie sont loin d’être majoritaires). La structure de frais n’est pas trop lourde pour un fonds de fonds et le fonds arrive à créer de la surperformance.;L’exposition actions (actions + convertibles) est proche de 50% et l’Europe est largement privilégiée (proche de 50%).  La gestion alternative représente presque 10% du portefeuille. ;CONSERVER
FR0007009139;;;
LU1100077442;Rouvier Patrimoine est un fonds investi sur 2 classes d’actifs : obligations et actions. Le fonds peut avoir jusqu’à 30% d’actions maximum, le reste du portefeuille étant investi en obligations Investment Grade. Dans les faits, le portefeuille est très sécuritaire sur la partie obligataire et est investi majoritairement en obligations souveraines les plus sûres (obligations allemandes). Le fonds est donc un diversifié prudent.;Le fonds est resté investi entre 16% et 18% d’actions sur le trimestre, toujours principalement sur des actions françaises à dividendes élevés (4.1% de rendement moyen).  La gestion a vendu sa position sur Nestlé, renforcé les lignes sur Sanofi, STEF et Veolia Environnement et introduit BASF. La poche a montré une certaine résistance dans la phase de baisse avec une contre-performance de -11.54% sur les 3 derniers mois de 2018, contre -15.61% pour la catégorie « actions françaises ». La gestion n’est pas totalement pessimiste sur les prochains mois et envisage d’augmenter doucement l’exposition actions avec une possibilité d’aller au-delà de la limite des 20% constatée sur l’année passée. Elle a d’ailleurs récemment légèrement renforcé le secteur immobilier coté, secteur ayant selon elle, sa place dans un fonds de patrimoine. Du coté obligataire, la poche conserve une répartition équilibrée entre obligations souveraines françaises et allemandes et obligations d’entreprises à taux variables Investment Grade (> BB+). Même si ces dernières affichent au global un rendement actuariel positif (+0.74% brut), celui des obligations souveraines étant en territoire négatif, il réduit le rendement de la poche obligataire à +0.10% brut. Ainsi ce dernier ne compense pas les frais de gestion de 0.90%. Cependant la gestion préconise une performance positive pour le fonds sur 2019.;ALLEGER
LU1100076550;ROUVIER VALEURS est un fonds actions internationales de grandes capitalisations. La gestion ne se fixe pas de contrainte d’allocation géographique ni de pondération actions. Force est de constater que le fonds a tout de même un biais Europe et France fort. La gestion est une gestion de convictions et le portefeuille est concentré. Cette approche est typique d’un sélectionneur de valeurs qui se donne des marges de manœuvres larges. Les valeurs sont plutôt des valeurs de qualité donc un biais croissance existe même s'il est compensé par la volonté d'acheter des titres décotés. Nous pensons que la société de gestion est structurée de telle manière qu’elle puisse délivrer de la performance. Les gérants sont notamment actionnaires de la société de gestion ce qui permet d’aligner les intérêts de l’investisseur sur ceux des gérants.  ;L'exposition actions est toujours à 89% faute de dossiers intéressants. Le fonds s'est relativement désensibilisé à la France, ce que nous privilégions. Le fonds a aujourd'hui 3 thématiques d'investissement: la digitalisation de l'économie, les leaders industriels et les pure value. ;
LU0523287307;Stratégie gérée par Ajay Gambhir depuis plus de 10 ans (chez JPM puis RWC). La partie short génère réellement de l'alpha ce qui est primordial pour un long/short. Le gérant est très clair et très smart. Position nette actions entre 30 et 40% ce qui est classique pour ce type de fonds.;"Le gérant pense que 2014 sera une bonne année pour les stratégies Long/Short. En effet, la dispersion des valorisations est actuellement forte, i.e. il y a une forte différenciation entre secteurs au niveau valorisation. Le gérant ne recommande pas de se positionner sur les petites capitalisations mais préfère une apporche toutes tailles de capitalisations. Le biais ""value"" est présent dans le fonds, ce que nous privilégions. ";
LU0479712688;Fonds L/S actions internationales même si fort biais US et Europe. Globalement le fonds est long croissance (surtout techno) et short le reste du marché. Nous pensons que ce style a connu une bonne performance mais il est inadapté actuellement. ;;
LU0995125985;SISF European alpha absolute return est un fonds long/short Equity se rapprochant d’un market neutral. En effet, les bornes d’exposition nette au marché vont de -20% à +20% et la moyenne historique est proche de 8%. Le gérant s’appuie sur une analyse fondamentale pure relativement contrariante. Même si le fonds se focalise sur une approche européenne (70% minimum), le fonds pourra avoir des positions sur l’Amérique du Nord.;Selon le gérant, il reste du potentiel sur les actions. Globalement, le portefeuille est long des early cyclicals et short des late cyclicals.  ;
FR0010308825;"SLF Defensive est un fonds diversifié essentiellement sur 2 classes d’actifs : les actions (max 50%) et les obligations. Une troisième classe d'actifs a été introduite en 2017: la gestion alternative via un fonds interne  investissant sur les primes de risque. Cette stratégie a vocation à représenter 10 à 15% de l'actif.  A l’intérieur de ce cadre les positions sont largement diversifiées. Tout d’abord géographiquement, on peut ainsi trouver des US, du Japon, de l’Europe mais aussi des pays émergents sur la poche actions. La poche obligataire est aussi diversifiée internationalement et peut être investie en obligations souveraines comme entreprises (dont High Yield avec un maximum de 40%). Le process de gestion est top down : le gérant cherche à savoir où les différentes zones se situent dans le cycle macro-économique afin de déterminer les actifs à privilégier. L'expertise est donc en allocation d'actifs, pas en sélection de titres. Le process  est systématique et quantitatif. La gestion ne peut s'écarter qu'à la marge du process. Par ailleurs, le fonds est géré avec une approche en budget de risque. La volatilité du fonds ne doit pas dépasser 6% et chaque classe d’actifs est étudiée sous l’angle du risque et non uniquement du rendement potentiel. On trouve donc une forte proportion de stratégies ""low vol"" (minimum 40%). Le fonds investit sur des titres tels que des dérivés et des ETF mais aussi des fonds de la gamme SLF.";Le fonds a déçu en 2018 avec une performance à -5% ce qui est non satisfaisant pour un fonds « défensif ». Malgré tout le fonds ne démérite pas par rapport à ses pairs. Les stratégies alternatives mises en place fin 2017 n’ont pas du tout donné satisfaction (fonds prime de risques à -8%). Le positionnement du fonds est toujours prudent. L’exposition actions reste proche de la neutralité avec 30% (retraité du beta). Il y a selon la gestion trop d’incertitudes pour remonter l’exposition actions. A l’inverse, la gestion estime qu’il ne faut pas aller contre la tendance et profite du rebond. IL n’est pas temps de re baisser l’exposition. Sur la partie obligataire, ils sont souspondérés sur les souverains . Ils ont profité de la baisse pour ré investir sur des stratégies sur le crédit comme du High Yield nordique. Globalement, le High Yield pèse 15% dans le fonds. Le taux de rendement actuariel est proche de 1.3% ce qui couvre à peine les frais de gestion.   ;ALLEGER
FR0010962910;"SLF Rendement est un fonds obligataire international ayant une approche  guidée davantage par le rendement que peuvent procurer les obligations que par les perspectives de plus-values que l’on peut en attendre. Le fonds investit sur des marchés de « niche » des pays développés (HY, hybrides corporate, seniors et subordonnées émises par des établissements financiers, convertibles). L’objectif de rendement annuel est une performance supérieure à Euribor 3 mois + 3% capitalisé sur une période de 4 ans. Pour parvenir à son objectif de gestion, le gérant expose le portefeuille principalement au marché des obligations internationales notamment en obligations High Yield (obligations de sociétés à la solvabilité médiocre mais offrant un rendement élevé), obligations convertibles à hauteur de 20% maximum de l’actif net et dans la limite d’une exposition maximale de 10% au risque actions.
";Le fonds a actuellement un taux de rendement actuariel de 2,6%, soit net de frais de gestion 1,4%. Le gérant trouve le marché des obligations d’entreprises cher et ne veut pas rajouter du risque. Plus du quart du portefeuille est sur des obligations subordonnées financières. Globalement le High Yield est très présent notamment sur le BB+ (27% du fonds). Les obligations convertibles représentent 7% de l’actif. ;Alléger
LU0461807983;SLF (L) Bond Inflation Protection est un fonds investi en obligations internationales indexées sur l’inflation. Il s’expose au point mort d’inflation, c’est-à-dire l’inflation anticipée par le marché au travers des obligations. La sensibilité à cette inflation est forte (supérieure à 10). Ainsi le fonds aura une performance positive dans un environnement inflationniste et négative dans un environnement désinflationniste.  Le fonds n’a pas vocation à être exposé sur le marché du crédit. Le portefeuille est principalement constitué d’obligations indexées émises par les pays développés (Zone Euro, Etats-Unis, Canada, Australie, ainsi qu’au Japon, à la Suède et au Royaume-Uni) qui sont couvertes du risque de taux et couverte du risque de change ;La sensibilité aux points mort d’inflation est de 10,77 et à 90% sur les US.;
FR0007035159;Prévoir gestion actions est un fonds d’actions européennes de moyennes à grands capitalisations. Le gérant souligne qu’il n’a pas de biais structurel mais on peut constater tout de même un biais « croissance ». En effet, la gestion va avoir tendance à privilégier les sociétés ayant une croissance des bénéfices supérieure à celle du marché. Le gérant étant allemand on constate un fort biais Allemagne. ;A fin avril, le portefeuille est positionné majoritairement sur l’Allemagne (48.2%) puis essentiellement sur la zone euro. La gestion privilégie les secteurs de la technologie de l’information (32.5%) et de l’industrie (22.4%).;
FR0000423147;;;
FR0010806273;SGPG OBLIG CORPORATE 1-2 1/2 Y EURO  est un fonds dont la sensibilité globale sera toujours inférieure à 2,5 même si des obligations de plus longues échéances sont présentes dans le fonds. On pourra trouver des obligations classiques comme convertibles. La stratégie privilégie les obligations Haut Rendement. Les obligations investment grade (>BBB) sont présentent à la marge. L’approche se fait dossier par dossier, il n’y a donc pas de vues spécifiques sectorielles ou macro-économique.;Le taux de rendement actuariel est aujourd’hui proche de 4,5% brut soit 3,5% net de frais. Le rating moyen proche de B+ est très dégradé. Le risque n’est pas assez rémunéré selon nous.;
FR0011299379;Sunny Euro Strategic Plus est un fonds d’obligations européennes avec un fort biais obligations d’entreprises. Le gérant du fonds est l’ancien gérant d’un fonds Euro d’une compagnie d’assurance vie. La stratégie de gestion est donc la même que celle d’un fonds Euro sur la partie obligataire : des obligations sont achetées pour leur rendement et elles sont tenues jusqu’à l’échéance. Les maturités prises sont très diversifiées afin d’avoir des remboursements d’obligations (i.e. arrivées à échéances) réguliers. Ainsi le gérant peut accompagner une remontée de taux en réinvestissant les liquidités. La gestion est donc simple et très compréhensible. Le taux de rendement actuariel du fonds est un bon indicateur de la performance future du fonds.;Le portefeuille a profité de l’écartement des spread de crédit pour se réinvestir. Le taux de rendement actuariel est maintenant de 5.8% (après avoir touché un point haut à 6.8%). La durée de vie moyenne des obligations est proche de 3.5 années. La gestion est malgré tout prudente et prévoit un nouvel écartement des spread de crédit. Il ne serait pas étonnant selon le gérant qu’on atteigne 7 ou 8% de spread. A ce niveau, le fonds se ré investirait de manière plus agressive. ;CONSERVER
